case_id,country_id,state_id,district_id,report_date,report_time,confirmed,deaths,recovered,new_confirmed,new_deaths,active_cases
226,1,21,1,2020-10-20,08:00:00,352300,11827,304673,1316,35,38334
227,1,21,1,2020-10-21,08:00:00,354093,11886,306307,1793,59,38446
228,1,21,1,2020-10-22,08:00:00,355884,11937,311449,1791,50,35056
229,1,21,1,2020-10-23,08:00:00,357543,11992,315008,1658,55,33112
230,1,21,1,2020-10-24,08:00:00,359159,12044,317922,1616,51,31773
231,1,21,1,2020-10-25,08:00:00,360571,12082,320123,1411,38,30954
232,1,21,1,2020-10-26,08:00:00,361904,12113,321366,1332,31,31020
233,1,21,1,2020-10-27,08:00:00,362706,12137,323545,801,23,29624
234,1,21,1,2020-10-28,08:00:00,363886,12169,325269,1179,32,29055
235,1,21,1,2020-10-29,08:00:00,365368,12195,327123,1482,25,28662
236,1,21,1,2020-10-30,08:00:00,366666,12238,328857,1298,43,28192
237,1,21,1,2020-10-31,08:00:00,368028,12274,330671,1361,35,27713
238,1,21,1,2020-11-01,08:00:00,369249,12295,332277,1220,20,27311
239,1,21,1,2020-11-02,08:00:00,370430,12326,333097,1181,31,27647
240,1,21,1,2020-11-03,08:00:00,371312,12355,335346,881,29,26257
241,1,21,1,2020-11-04,08:00:00,372392,12389,336880,1079,33,25776
242,1,21,1,2020-11-05,08:00:00,373603,12473,338801,1211,84,25001
243,1,21,1,2020-11-06,08:00:00,374757,12545,341282,1154,71,23618
244,1,21,1,2020-11-07,08:00:00,376269,12590,343715,1511,45,22661
245,1,21,1,2020-11-08,08:00:00,377140,12632,345199,870,42,22014
246,1,21,1,2020-11-09,08:00:00,378368,12667,347010,1228,35,21405
247,1,21,1,2020-11-10,08:00:00,379089,12691,347902,720,23,21216
248,1,21,1,2020-11-11,08:00:00,379923,12721,349380,834,30,20548
249,1,21,1,2020-11-12,08:00:00,381003,12756,351396,1079,35,19583
250,1,21,1,2020-11-13,08:00:00,381992,12790,353114,989,34,18828
251,1,21,1,2020-11-14,08:00:00,382901,12826,354113,909,35,18709
252,1,21,1,2020-11-15,08:00:00,383833,12855,354709,932,29,19023
253,1,21,1,2020-11-16,08:00:00,384393,12872,355383,559,16,18895
254,1,21,1,2020-11-17,08:00:00,384950,12889,356043,557,16,18779
255,1,21,1,2020-11-18,08:00:00,385551,12908,357170,601,19,18238
256,1,21,1,2020-11-19,08:00:00,386654,12936,358624,1102,28,17865
257,1,21,1,2020-11-20,08:00:00,387872,12979,359913,1217,43,17760
258,1,21,1,2020-11-21,08:00:00,389112,13023,361441,1240,43,17438
259,1,21,1,2020-11-22,08:00:00,390380,13040,362340,1267,17,17793
260,1,21,1,2020-11-23,08:00:00,391645,13054,363234,1265,14,18154
261,1,21,1,2020-11-24,08:00:00,392559,13062,364054,913,8,18241
262,1,21,1,2020-11-25,08:00:00,393756,13071,364953,1196,8,18532
263,1,21,1,2020-11-26,08:00:00,395110,13089,366019,1354,18,18807
264,1,21,1,2020-11-27,08:00:00,396520,13107,367078,1409,18,19143
265,1,21,1,2020-11-28,08:00:00,397881,13131,367977,1360,23,19585
266,1,21,1,2020-11-29,08:00:00,399193,13156,368844,1312,24,20012
267,1,21,1,2020-11-30,08:00:00,400412,13179,369803,1219,23,20253
268,1,21,1,2020-12-01,08:00:00,401257,13202,370726,844,22,20157
269,1,21,1,2020-12-02,08:00:00,402341,13228,372110,1084,26,19836
270,1,21,1,2020-12-03,08:00:00,403078,13259,372945,737,31,19714
271,1,21,1,2020-12-04,08:00:00,404218,13292,374720,1140,32,19054
272,1,21,1,2020-12-05,08:00:00,405369,13327,376211,1150,35,18686
273,1,21,1,2020-12-06,08:00:00,406451,13354,377494,1082,26,18464
274,1,21,1,2020-12-07,08:00:00,407498,13365,379141,1046,11,17855
275,1,21,1,2020-12-08,08:00:00,408175,13376,380757,676,11,16907
276,1,21,1,2020-12-09,08:00:00,409060,13391,382157,885,14,16381
277,1,21,1,2020-12-10,08:00:00,410156,13412,383268,1095,21,16349
278,1,21,1,2020-12-11,08:00:00,410997,13432,384383,841,19,16060
279,1,21,1,2020-12-12,08:00:00,411936,13456,384994,938,24,16369
280,1,21,1,2020-12-13,08:00:00,412873,13478,385862,936,22,16420
281,1,21,1,2020-12-14,08:00:00,413691,13498,386541,817,19,16544
282,1,21,1,2020-12-15,08:00:00,414340,13515,387555,648,16,16165
283,1,21,1,2020-12-16,08:00:00,415097,13534,388522,757,19,15940
284,1,21,1,2020-12-17,08:00:00,415097,13561,389377,0,26,15064
285,1,21,1,2020-12-18,08:00:00,415097,13579,390336,0,18,14091
286,1,21,1,2020-12-19,08:00:00,415528,13600,391318,431,21,13523
287,1,21,1,2020-12-20,08:00:00,416395,13621,392005,866,20,13687
288,1,21,1,2020-12-21,08:00:00,417233,13648,392459,838,27,14050
289,1,21,1,2020-12-22,08:00:00,417857,13664,393790,623,15,13330
290,1,21,1,2020-12-23,08:00:00,418540,13685,394697,683,21,13090
291,1,21,1,2020-12-24,08:00:00,419401,13711,396374,860,26,12254
292,1,21,1,2020-12-25,08:00:00,420189,13736,397071,787,24,12324
293,1,21,1,2020-12-26,08:00:00,420944,13756,397385,754,19,12750
294,1,21,1,2020-12-27,08:00:00,421571,13772,397721,627,16,13029
295,1,21,1,2020-12-28,08:00:00,422301,13791,398188,729,18,13276
296,1,21,1,2020-12-29,08:00:00,422850,13805,399178,549,14,12824
297,1,21,1,2020-12-30,08:00:00,423514,13824,400404,663,19,12247
298,1,21,1,2020-12-31,08:00:00,424292,13849,401485,778,25,11925
299,1,21,1,2021-01-01,08:00:00,425064,13865,402280,771,16,11889
300,1,21,1,2021-01-02,08:00:00,425839,13882,403221,775,16,11710
301,1,21,1,2021-01-03,08:00:00,426547,13896,403685,707,14,11943
302,1,21,1,2021-01-04,08:00:00,427269,13906,404139,722,9,12203
303,1,21,1,2021-01-05,08:00:00,428342,13914,406419,1072,8,10990
304,1,21,1,2021-01-06,08:00:00,429037,13932,407041,695,17,11049
305,1,21,1,2021-01-07,08:00:00,430001,13951,407606,964,18,11433
306,1,21,1,2021-01-08,08:00:00,430822,13971,408343,820,20,11500
307,1,21,1,2021-01-09,08:00:00,431634,13991,408979,812,20,11661
308,1,21,1,2021-01-10,08:00:00,432422,14007,409508,787,15,11908
309,1,21,1,2021-01-11,08:00:00,433205,14017,410014,782,9,12177
310,1,21,1,2021-01-12,08:00:00,433741,14028,410957,536,11,11761
311,1,21,1,2021-01-13,08:00:00,434387,14042,411679,645,14,11674
312,1,21,1,2021-01-14,08:00:00,435169,14061,412341,782,19,11779
313,1,21,1,2021-01-15,08:00:00,435957,14081,413069,787,19,11823
314,1,21,1,2021-01-16,08:00:00,436648,14094,413839,691,12,11735
315,1,21,1,2021-01-17,08:00:00,437289,14108,414507,640,14,11695
316,1,21,1,2021-01-18,08:00:00,437966,14122,415023,677,14,11847
317,1,21,1,2021-01-19,08:00:00,438390,14132,415871,423,9,11415
318,1,21,1,2021-01-20,08:00:00,438894,14146,416864,504,14,10915
319,1,21,1,2021-01-21,08:00:00,439558,14162,417874,663,16,10556
320,1,21,1,2021-01-22,08:00:00,440193,14177,418749,634,14,10303
321,1,21,1,2021-01-23,08:00:00,440804,14191,419501,611,14,10152
322,1,21,1,2021-01-24,08:00:00,441397,14207,420314,593,15,9920
323,1,21,1,2021-01-25,08:00:00,442003,14219,420698,605,12,10132
324,1,21,1,2021-01-26,08:00:00,442408,14228,421375,405,8,9853
325,1,21,1,2021-01-27,08:00:00,442937,14241,421839,529,13,9909
326,1,21,1,2021-01-28,08:00:00,443415,14250,422401,477,8,9817
327,1,21,1,2021-01-29,08:00:00,444050,14264,423101,635,14,9742
328,1,21,1,2021-01-30,08:00:00,444660,14280,423676,609,15,9764
329,1,21,1,2021-01-31,08:00:00,445239,14291,424013,578,11,9996
330,1,21,1,2021-02-01,08:00:00,445807,14302,424381,568,11,10188
331,1,21,1,2021-02-02,08:00:00,446236,14310,425104,428,7,9887
332,1,21,1,2021-02-03,08:00:00,446660,14318,425987,423,8,9422
333,1,21,1,2021-02-04,08:00:00,447318,14327,427533,658,8,8527
334,1,21,1,2021-02-05,08:00:00,447920,14340,428708,601,12,7944
335,1,21,1,2021-02-06,08:00:00,448498,14351,429481,578,11,7741
336,1,21,1,2021-02-07,08:00:00,449107,14358,429863,608,7,7962
337,1,21,1,2021-02-08,08:00:00,449695,14366,430220,588,8,8186
338,1,21,1,2021-02-09,08:00:00,450183,14371,430973,487,4,7918
339,1,21,1,2021-02-10,08:00:00,450736,14380,431535,553,9,7901
340,1,21,1,2021-02-11,08:00:00,451495,14389,432068,759,8,8121
341,1,21,1,2021-02-12,08:00:00,451639,14396,433411,143,7,6916
342,1,21,1,2021-02-13,08:00:00,452446,14406,433944,807,10,7182
343,1,21,1,2021-02-14,08:00:00,453240,14416,434334,794,10,7578
344,1,21,1,2021-02-15,08:00:00,454141,14428,434632,900,11,8172
345,1,21,1,2021-02-16,08:00:00,454881,14434,435315,740,6,8224
346,1,21,1,2021-02-17,08:00:00,455687,14445,435909,805,10,8427
347,1,21,1,2021-02-18,08:00:00,456740,14456,436757,1053,11,8624
348,1,21,1,2021-02-19,08:00:00,457934,14467,437316,1193,10,9250
349,1,21,1,2021-02-20,08:00:00,459279,14479,437791,1344,12,10110
350,1,21,1,2021-02-21,08:00:00,460660,14490,438356,1381,11,10918
351,1,21,1,2021-02-22,08:00:00,462194,14500,438888,1533,9,11912
352,1,21,1,2021-02-23,08:00:00,463340,14505,439996,1146,5,11947
353,1,21,1,2021-02-24,08:00:00,464708,14519,441287,1367,14,12012
354,1,21,1,2021-02-25,08:00:00,466646,14542,441897,1937,22,13322
355,1,21,1,2021-02-26,08:00:00,468560,14558,442720,1914,15,14401
356,1,21,1,2021-02-27,08:00:00,470393,14571,443806,1833,13,15138
357,1,21,1,2021-02-28,08:00:00,472290,14585,444609,1897,14,16221
358,1,21,1,2021-03-01,08:00:00,474115,14603,445434,1824,17,17206
359,1,21,1,2021-03-02,08:00:00,475522,14611,446700,1407,8,17341
360,1,21,1,2021-03-03,08:00:00,477252,14626,448093,1729,15,17666
361,1,21,1,2021-03-04,08:00:00,479420,14638,449536,2168,11,18382
362,1,21,1,2021-03-05,08:00:00,481400,14655,450886,1979,16,18998
363,1,21,1,2021-03-06,08:00:00,483647,14670,452309,2247,14,19812
364,1,21,1,2021-03-07,08:00:00,485888,14683,453646,2241,13,20705
365,1,21,1,2021-03-08,08:00:00,488339,14693,454969,2451,10,21825
366,1,21,1,2021-03-09,08:00:00,490263,14700,456964,1923,6,21748
367,1,21,1,2021-03-10,08:00:00,492447,14715,459644,2183,15,21240
368,1,21,1,2021-03-11,08:00:00,492447,14715,459644,0,0,21240
369,1,21,1,2021-03-12,08:00:00,495452,14730,461825,3004,15,22052
370,1,21,1,2021-03-13,08:00:00,502082,14762,465903,6629,31,24579
371,1,21,1,2021-03-14,08:00:00,505514,14787,467546,3432,24,26349
372,1,21,1,2021-03-15,08:00:00,509170,14801,469495,3656,14,28045
373,1,21,1,2021-03-16,08:00:00,512482,14814,471843,3311,13,28998
374,1,21,1,2021-03-17,08:00:00,516412,14838,473935,3930,24,30817
375,1,21,1,2021-03-18,08:00:00,521511,14862,475946,5099,23,33887
376,1,21,1,2021-03-19,08:00:00,527194,14878,478624,5683,16,36880
377,1,21,1,2021-03-20,08:00:00,532844,14898,481792,5649,19,39346
